날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 09월 05일,"6,706.80","7,377.50","7,407.50","6,691.80",4.55M,-9.09%
2018년 09월 04일,"7,377.50","7,264.20","7,409.90","7,234.50",3.92M,1.56%
2018년 09월 03일,"7,264.20","7,289.80","7,330.70","7,182.80",3.87M,-0.41%
2018년 09월 02일,"7,293.90","7,189.60","7,334.80","7,117.30",3.90M,1.45%
2018년 09월 01일,"7,189.60","7,032.40","7,264.30","7,020.40",3.52M,2.21%
2018년 08월 31일,"7,033.80","6,993.70","7,080.20","6,698.00",4.21M,0.57%
2018년 08월 30일,"6,993.70","7,029.20","7,050.20","6,798.00",3.74M,-0.50%
2018년 08월 29일,"7,029.10","7,074.60","7,121.40","6,926.70",4.11M,-0.64%
2018년 08월 28일,"7,074.60","6,897.60","7,129.70","6,861.20",3.79M,2.57%
2018년 08월 27일,"6,897.60","6,712.70","6,902.90","6,650.40",3.26M,2.75%
2018년 08월 26일,"6,712.70","6,734.90","6,892.70","6,573.10",3.37M,-0.33%
2018년 08월 25일,"6,734.80","6,680.60","6,783.40","6,655.30",3.59M,0.81%
2018년 08월 24일,"6,680.40","6,521.20","6,721.20","6,472.80",3.70M,2.44%
2018년 08월 23일,"6,521.20","6,359.90","6,550.20","6,359.20",2.76M,2.54%
2018년 08월 22일,"6,359.60","6,482.20","6,840.80","6,304.80",3.63M,-1.89%
2018년 08월 21일,"6,482.20","6,268.10","6,484.10","6,257.40",1.46M,3.41%
2018년 08월 20일,"6,268.10","6,474.20","6,516.40","6,255.90",3.10M,-3.29%
2018년 08월 19일,"6,481.50","6,379.10","6,534.80","6,316.00",2.71M,1.61%
2018년 08월 18일,"6,379.10","6,581.80","6,626.40","6,295.50",3.15M,-3.08%
2018년 08월 17일,"6,581.70","6,306.70","6,581.70","6,291.80",3.20M,4.36%
2018년 08월 16일,"6,306.70","6,256.90","6,470.90","6,249.80",3.50M,0.80%
2018년 08월 15일,"6,256.90","6,190.20","6,592.80","6,177.90",3.74M,1.08%
2018년 08월 14일,"6,190.20","6,255.30","6,255.30","5,898.30",3.66M,-1.04%
2018년 08월 13일,"6,255.30","6,313.00","6,524.10","6,159.60",234.09K,-0.91%
2018년 08월 12일,"6,313.00","6,232.10","6,453.00","6,169.80",216.33K,1.31%
2018년 08월 11일,"6,231.60","6,152.80","6,469.60","6,009.80",247.34K,1.29%
2018년 08월 10일,"6,152.30","6,539.50","6,570.20","6,043.40",298.82K,-5.91%
2018년 08월 09일,"6,538.80","6,283.70","6,620.20","6,197.00",237.66K,4.06%
2018년 08월 08일,"6,283.60","6,725.20","6,725.20","6,138.80",311.54K,-6.56%
2018년 08월 07일,"6,724.90","6,943.60","7,149.70","6,689.90",232.48K,-3.15%
2018년 08월 06일,"6,943.60","7,027.80","7,143.60","6,852.50",168.87K,-1.19%
2018년 08월 05일,"7,027.10","7,014.00","7,087.60","6,887.90",177.64K,0.18%
2018년 08월 04일,"7,014.30","7,418.90","7,484.20","6,949.70",222.57K,-5.46%
2018년 08월 03일,"7,419.00","7,535.60","7,535.60","7,293.50",226.46K,-1.55%
2018년 08월 02일,"7,535.60","7,606.40","7,701.40","7,470.60",216.34K,-0.93%
2018년 08월 01일,"7,606.40","7,728.50","7,753.20","7,449.20",237.69K,-1.59%
2018년 07월 31일,"7,729.40","8,176.40","8,176.50","7,649.80",266.94K,-5.48%
2018년 07월 30일,"8,177.10","8,214.70","8,262.00","7,874.40",242.21K,-0.47%
2018년 07월 29일,"8,215.60","8,231.50","8,275.40","8,113.30",155.24K,-0.22%
2018년 07월 28일,"8,234.10","8,186.80","8,234.10","8,077.40",147.14K,0.57%
2018년 07월 27일,"8,187.40","7,936.90","8,273.80","7,808.30",243.22K,3.15%
2018년 07월 26일,"7,937.00","8,173.90","8,304.30","7,861.00",235.45K,-2.90%
2018년 07월 25일,"8,173.70","8,404.90","8,484.60","8,062.10",269.23K,-2.78%
2018년 07월 24일,"8,407.00","7,723.10","8,479.80","7,701.90",345.32K,8.86%
2018년 07월 23일,"7,723.00","7,412.40","7,809.60","7,379.20",272.15K,4.19%
2018년 07월 22일,"7,412.30","7,409.00","7,575.30","7,343.70",204.16K,0.05%
2018년 07월 21일,"7,408.70","7,339.30","7,460.80","7,223.50",160.77K,0.95%
2018년 07월 20일,"7,339.40","7,477.60","7,683.60","7,292.00",258.85K,-1.85%
2018년 07월 19일,"7,477.50","7,383.90","7,558.40","7,288.80",247.25K,1.27%
2018년 07월 18일,"7,383.60","7,321.60","7,581.20","7,249.30",333.32K,0.84%
2018년 07월 17일,"7,322.00","6,729.80","7,453.20","6,666.00",337.75K,8.80%
2018년 07월 16일,"6,729.90","6,362.80","6,749.20","6,344.10",312.12K,5.77%
2018년 07월 15일,"6,362.90","6,254.80","6,399.60","6,238.50",180.67K,1.73%
2018년 07월 14일,"6,254.80","6,229.50","6,313.50","6,192.50",243.71K,0.40%
2018년 07월 13일,"6,230.20","6,250.80","6,333.80","6,144.50",233.22K,-0.33%
2018년 07월 12일,"6,250.60","6,389.10","6,389.40","6,088.80",289.24K,-2.17%
2018년 07월 11일,"6,389.10","6,307.20","6,409.70","6,296.60",243.82K,1.30%
2018년 07월 10일,"6,307.20","6,668.40","6,686.80","6,291.50",315.27K,-5.40%
2018년 07월 09일,"6,667.10","6,715.10","6,793.80","6,637.70",289.48K,-0.71%
2018년 07월 08일,"6,714.80","6,765.40","6,784.00","6,694.30",267.60K,-0.75%
2018년 07월 07일,"6,765.50","6,617.70","6,805.90","6,531.10",114.57K,2.23%
2018년 07월 06일,"6,617.70","6,546.50","6,638.20","6,458.30",132.69K,1.09%
2018년 07월 05일,"6,546.50","6,598.00","6,693.60","6,466.10",166.18K,-0.79%
2018년 07월 04일,"6,598.40","6,513.80","6,774.50","6,442.30",143.04K,1.30%
2018년 07월 03일,"6,513.50","6,618.60","6,676.60","6,513.50",150.19K,-1.60%
2018년 07월 02일,"6,619.50","6,349.10","6,680.00","6,275.00",179.92K,3.97%
2018년 07월 01일,"6,366.80","6,398.50","6,445.10","6,284.70",128.51K,-0.50%
2018년 06월 30일,"6,398.90","6,213.40","6,498.50","6,204.00",189.33K,2.99%
2018년 06월 29일,"6,213.30","5,883.20","6,284.90","5,818.50",206.96K,5.61%
2018년 06월 28일,"5,883.50","6,154.90","6,178.40","5,854.00",156.05K,-4.41%
2018년 06월 27일,"6,154.90","6,081.10","6,187.30","6,025.40",133.42K,1.20%
2018년 06월 26일,"6,082.10","6,256.90","6,267.70","6,060.00",176.66K,-2.79%
2018년 06월 25일,"6,256.60","6,155.10","6,331.20","6,101.70",210.69K,1.66%
2018년 06월 24일,"6,154.60","6,167.90","6,248.30","5,785.30",240.60K,-0.21%
2018년 06월 23일,"6,167.30","6,055.20","6,259.00","6,032.80",142.90K,1.84%
2018년 06월 22일,"6,055.70","6,728.20","6,739.70","5,955.00",278.22K,-9.99%
2018년 06월 21일,"6,728.00","6,765.80","6,797.50","6,695.10",99.29K,-0.55%
2018년 06월 20일,"6,765.40","6,752.30","6,812.70","6,575.10",121.48K,0.19%
2018년 06월 19일,"6,752.40","6,719.80","6,839.50","6,681.50",120.54K,0.49%
2018년 06월 18일,"6,719.80","6,460.50","6,794.50","6,410.90",135.70K,4.02%
2018년 06월 17일,"6,460.30","6,505.80","6,593.00","6,452.10",90.67K,-0.70%
2018년 06월 16일,"6,505.80","6,410.00","6,564.20","6,358.00",108.79K,1.49%
2018년 06월 15일,"6,410.30","6,647.30","6,655.80","6,395.70",143.53K,-3.56%
2018년 06월 14일,"6,647.10","6,312.30","6,711.50","6,283.60",201.54K,5.30%
2018년 06월 13일,"6,312.30","6,558.50","6,624.60","6,129.10",237.48K,-3.75%
2018년 06월 12일,"6,558.20","6,885.90","6,887.20","6,476.00",178.26K,-4.76%
2018년 06월 11일,"6,885.90","6,775.20","6,910.80","6,657.20",174.88K,1.64%
2018년 06월 10일,"6,775.10","7,515.80","7,516.30","6,668.10",275.69K,-9.85%
2018년 06월 09일,"7,515.80","7,622.10","7,689.00","7,493.30",97.56K,-1.40%
2018년 06월 08일,"7,622.10","7,697.90","7,710.50","7,556.90",112.88K,-0.98%
2018년 06월 07일,"7,697.80","7,661.00","7,754.70","7,657.70",124.00K,0.48%
2018년 06월 06일,"7,661.00","7,631.50","7,699.10","7,504.40",130.66K,0.39%
2018년 06월 05일,"7,631.50","7,507.40","7,672.60","7,391.00",145.23K,1.69%
2018년 06월 04일,"7,504.30","7,729.30","7,759.90","7,468.40",141.01K,-2.91%
2018년 06월 03일,"7,729.30","7,646.60","7,775.00","7,611.30",116.68K,1.08%
2018년 06월 02일,"7,646.60","7,530.80","7,694.50","7,467.90",121.18K,1.54%
2018년 06월 01일,"7,530.80","7,502.50","7,610.40","7,375.80",135.92K,0.38%
2018년 05월 31일,"7,502.60","7,400.80","7,611.90","7,355.00",144.52K,1.39%
2018년 05월 30일,"7,400.10","7,469.20","7,565.20","7,306.80",140.37K,-0.91%
2018년 05월 29일,"7,467.70","7,119.30","7,533.00","7,069.80",186.97K,4.89%
2018년 05월 28일,"7,119.30","7,367.30","7,446.90","7,090.60",152.29K,-3.36%
2018년 05월 27일,"7,366.70","7,361.90","7,411.80","7,267.50",103.29K,0.07%
2018년 05월 26일,"7,361.30","7,478.50","7,619.30","7,331.50",103.07K,-1.56%
2018년 05월 25일,"7,477.70","7,593.90","7,653.40","7,355.60",161.82K,-1.52%
2018년 05월 24일,"7,592.90","7,512.30","7,736.60","7,293.40",211.11K,1.07%
2018년 05월 23일,"7,512.30","8,005.70","8,047.40","7,467.60",237.60K,-6.17%
2018년 05월 22일,"8,006.00","8,403.80","8,414.50","7,979.30",137.51K,-4.73%
2018년 05월 21일,"8,403.30","8,529.50","8,550.60","8,375.50",115.52K,-1.47%
2018년 05월 20일,"8,529.00","8,243.90","8,580.40","8,184.70",113.76K,3.44%
2018년 05월 19일,"8,245.10","8,244.70","8,389.10","8,153.20",107.89K,-0.01%
2018년 05월 18일,"8,245.70","8,064.40","8,273.60","7,939.80",150.32K,2.27%
2018년 05월 17일,"8,063.00","8,344.60","8,458.70","8,022.30",154.36K,-3.37%
2018년 05월 16일,"8,344.40","8,477.00","8,496.40","8,120.10",188.03K,-1.56%
2018년 05월 15일,"8,477.00","8,674.00","8,842.10","8,436.50",179.62K,-2.27%
2018년 05월 14일,"8,674.10","8,693.40","8,878.30","8,305.10",212.05K,-0.22%
2018년 05월 13일,"8,693.50","8,489.10","8,758.40","8,330.00",149.80K,2.77%
2018년 05월 12일,"8,459.50","8,409.60","8,646.10","8,184.10",210.87K,0.61%
2018년 05월 11일,"8,408.30","9,026.00","9,028.70","8,359.60",270.62K,-6.84%
2018년 05월 10일,"9,025.70","9,319.20","9,393.30","9,013.40",152.71K,-3.15%
2018년 05월 09일,"9,319.10","9,194.90","9,377.90","8,988.00",147.89K,1.33%
2018년 05월 08일,"9,196.40","9,373.90","9,404.40","9,079.80",157.45K,-2.49%
2018년 05월 07일,"9,431.60","9,651.10","9,675.60","9,204.20",165.08K,-2.33%
2018년 05월 06일,"9,656.40","9,859.60","9,957.70","9,446.70",150.95K,-2.00%
2018년 05월 05일,"9,853.50","9,709.50","9,992.80","9,691.30",158.45K,1.49%
2018년 05월 04일,"9,708.60","9,747.60","9,800.90","9,549.00",161.55K,-0.42%
2018년 05월 03일,"9,749.70","9,244.20","9,809.40","9,171.40",201.18K,5.48%
2018년 05월 02일,"9,243.20","9,076.80","9,265.70","8,991.90",137.48K,1.85%
2018년 05월 01일,"9,074.90","9,245.10","9,245.10","8,851.00",173.35K,-1.84%
2018년 04월 30일,"9,245.10","9,415.80","9,456.70","9,135.40",156.83K,-1.80%
2018년 04월 29일,"9,415.10","9,352.20","9,565.10","9,182.80",184.72K,0.67%
2018년 04월 28일,"9,352.40","8,940.80","9,428.90","8,895.50",199.78K,4.60%
2018년 04월 27일,"8,940.90","9,282.80","9,386.30","8,920.20",184.91K,-3.73%
2018년 04월 26일,"9,287.00","8,874.50","9,303.60","8,669.80",248.39K,4.67%
2018년 04월 25일,"8,873.10","9,645.00","9,753.10","8,768.10",395.67K,-8.01%
2018년 04월 24일,"9,645.30","8,952.70","9,734.80","8,937.00",260.79K,7.73%
2018년 04월 23일,"8,952.80","8,809.30","9,001.00","8,785.30",147.54K,1.66%
2018년 04월 22일,"8,806.70","8,923.60","9,022.30","8,766.50",161.89K,-1.30%
2018년 04월 21일,"8,923.10","8,867.00","9,027.70","8,614.50",206.01K,0.63%
2018년 04월 20일,"8,867.00","8,292.30","8,926.20","8,224.50",225.96K,6.95%
2018년 04월 19일,"8,290.80","8,179.00","8,303.70","8,126.70",155.08K,1.37%
2018년 04월 18일,"8,178.40","7,908.50","8,227.60","7,895.30",163.26K,3.41%
2018년 04월 17일,"7,908.60","8,070.00","8,171.70","7,852.80",162.59K,-2.00%
2018년 04월 16일,"8,070.00","8,362.20","8,412.90","7,908.50",197.70K,-3.51%
2018년 04월 15일,"8,363.60","8,004.60","8,411.50","8,004.60",160.26K,4.49%
2018년 04월 14일,"8,004.40","7,891.10","8,180.20","7,839.30",164.71K,1.48%
2018년 04월 13일,"7,887.40","7,926.90","8,228.00","7,756.60",296.95K,-0.49%
2018년 04월 12일,"7,926.60","6,963.30","8,009.60","6,779.30",398.30K,13.85%
2018년 04월 11일,"6,962.10","6,855.60","6,988.60","6,818.40",142.07K,1.56%
2018년 04월 10일,"6,854.80","6,782.60","6,899.50","6,671.60",134.23K,1.08%
2018년 04월 09일,"6,781.90","7,035.70","7,192.50","6,633.20",241.19K,-3.54%
2018년 04월 08일,"7,030.50","6,905.90","7,113.40","6,903.90",132.51K,1.81%
2018년 04월 07일,"6,905.70","6,624.50","7,071.90","6,616.10",177.10K,4.25%
2018년 04월 06일,"6,624.30","6,783.70","6,859.70","6,523.40",174.90K,-2.33%
2018년 04월 05일,"6,782.00","6,808.70","6,918.20","6,592.50",221.70K,-0.40%
2018년 04월 04일,"6,808.90","7,423.80","7,432.90","6,726.90",239.51K,-8.29%
2018년 04월 03일,"7,424.20","7,067.20","7,519.30","7,032.90",230.80K,5.03%
2018년 04월 02일,"7,068.40","6,825.40","7,121.30","6,787.60",199.31K,3.56%
2018년 04월 01일,"6,825.20","6,939.10","7,047.70","6,460.10",257.53K,-1.63%
2018년 03월 31일,"6,938.20","6,856.50","7,221.50","6,804.90",245.30K,1.23%
2018년 03월 30일,"6,853.70","7,132.40","7,288.10","6,603.80",417.31K,-3.86%
2018년 03월 29일,"7,129.20","7,955.20","7,980.70","6,954.90",348.75K,-10.38%
2018년 03월 28일,"7,954.90","7,803.00","8,110.40","7,754.50",167.36K,1.96%
2018년 03월 27일,"7,801.70","8,146.50","8,218.30","7,760.60",223.10K,-4.20%
2018년 03월 26일,"8,143.50","8,474.00","8,515.70","7,865.90",247.18K,-3.89%
2018년 03월 25일,"8,473.20","8,549.10","8,679.00","8,392.20",149.52K,-0.87%
2018년 03월 24일,"8,547.40","8,917.30","9,008.80","8,523.60",177.43K,-4.14%
2018년 03월 23일,"8,916.80","8,725.30","8,917.00","8,305.60",210.11K,2.18%
2018년 03월 22일,"8,726.20","8,903.70","9,096.20","8,499.10",223.01K,-2.02%
2018년 03월 21일,"8,905.90","8,912.40","9,173.40","8,775.10",218.19K,-0.08%
2018년 03월 20일,"8,912.60","8,614.10","9,039.60","8,326.80",253.44K,3.43%
2018년 03월 19일,"8,616.80","8,200.90","8,698.30","8,127.70",316.96K,5.07%
2018년 03월 18일,"8,201.20","7,873.20","8,283.60","7,323.30",348.02K,4.14%
2018년 03월 17일,"7,874.90","8,198.00","8,344.80","7,760.20",208.05K,-5.00%
2018년 03월 16일,"8,289.20","8,264.30","8,604.80","7,929.10",236.13K,0.30%
2018년 03월 15일,"8,264.40","8,210.20","8,427.00","7,691.70",326.53K,0.66%
2018년 03월 14일,"8,210.60","9,154.90","9,353.40","7,958.50",305.45K,-10.32%
2018년 03월 13일,"9,154.90","9,138.70","9,482.00","8,875.10",239.46K,0.19%
2018년 03월 12일,"9,137.40","9,535.80","9,892.20","8,804.10",257.91K,-4.12%
2018년 03월 11일,"9,529.60","8,732.20","9,719.60","8,516.40",266.59K,8.76%
2018년 03월 10일,"8,762.00","9,216.20","9,500.00","8,691.10",198.73K,-4.94%
2018년 03월 09일,"9,217.00","9,301.90","9,420.50","8,351.00",371.46K,-0.89%
2018년 03월 08일,"9,300.00","9,910.70","10,109.00","9,037.00",256.26K,-6.09%
2018년 03월 07일,"9,902.90","10,779.00","10,899.00","9,422.10",284.54K,-7.23%
2018년 03월 06일,"10,675.10","11,314.20","11,316.40","10,412.00",230.65K,-5.78%
2018년 03월 05일,"11,330.60","11,415.70","11,506.90","11,281.20",162.11K,-0.75%
2018년 03월 04일,"11,416.50","11,402.80","11,490.30","10,878.40",156.40K,0.12%
2018년 03월 03일,"11,402.30","10,822.50","11,420.70","9,585.50",172.20K,5.31%
2018년 03월 02일,"10,827.70","10,904.50","11,167.00","10,677.10",201.69K,-0.70%
2018년 03월 01일,"10,904.50","10,335.10","11,047.80","10,248.70",188.77K,5.52%
2018년 02월 28일,"10,333.90","10,584.40","11,070.70","10,303.40",215.22K,-2.46%
2018년 02월 27일,"10,594.40","10,287.80","10,867.20","10,120.50",202.58K,3.01%
2018년 02월 26일,"10,285.10","9,590.90","10,378.40","9,410.30",235.94K,7.30%
2018년 02월 25일,"9,585.20","9,703.10","9,860.30","9,330.10",196.49K,-1.23%
2018년 02월 24일,"9,704.30","10,163.80","10,506.10","9,394.50",239.16K,-4.58%
2018년 02월 23일,"10,170.40","9,840.60","10,419.10","9,597.80",271.50K,3.34%
2018년 02월 22일,"9,841.70","10,470.10","10,930.20","9,743.90",316.63K,-6.03%
2018년 02월 21일,"10,473.00","11,240.90","11,289.70","10,252.20",327.14K,-6.81%
2018년 02월 20일,"11,238.70","11,169.70","11,791.50","11,119.90",267.56K,0.62%
2018년 02월 19일,"11,169.40","10,396.60","11,250.50","10,324.80",215.20K,7.41%
2018년 02월 18일,"10,398.80","11,073.70","11,271.60","10,137.20",288.91K,-6.09%
2018년 02월 17일,"11,073.50","10,177.30","11,095.90","10,070.90",224.76K,8.79%
2018년 02월 16일,"10,178.70","10,031.30","10,294.30","9,707.70",206.44K,1.41%
2018년 02월 15일,"10,037.30","9,475.60","10,206.80","9,348.50",291.28K,5.92%
2018년 02월 14일,"9,476.30","8,542.60","9,500.00","8,541.60",246.88K,10.97%
2018년 02월 13일,"8,539.20","8,906.20","8,942.70","8,378.00",195.87K,-4.09%
2018년 02월 12일,"8,903.50","8,083.60","8,984.90","8,083.60",238.67K,10.17%
2018년 02월 11일,"8,081.90","8,559.70","8,564.20","7,843.70",236.20K,-5.58%
2018년 02월 10일,"8,559.60","8,697.30","9,066.60","8,172.20",263.53K,-1.61%
2018년 02월 09일,"8,699.80","8,163.60","8,735.60","7,784.60",233.94K,6.56%
2018년 02월 08일,"8,164.20","7,595.10","8,489.90","7,595.10",296.10K,7.50%
2018년 02월 07일,"7,594.70","7,693.80","8,536.50","7,196.60",445.62K,-1.38%
2018년 02월 06일,"7,701.20","6,939.30","7,896.20","5,996.60",886.88K,10.99%
2018년 02월 05일,"6,938.50","8,220.80","8,383.20","6,651.90",593.89K,-15.61%
2018년 02월 04일,"8,222.20","9,241.50","9,382.10","7,932.10",280.94K,-11.03%
2018년 02월 03일,"9,241.10","8,894.40","9,506.90","8,249.30",248.71K,3.91%
2018년 02월 02일,"8,893.20","9,179.80","9,201.40","7,915.80",519.40K,-3.14%
2018년 02월 01일,"9,181.10","10,266.20","10,303.00","8,789.20",358.40K,-10.56%
2018년 01월 31일,"10,265.40","10,166.30","10,397.70","9,742.20",208.47K,0.98%
2018년 01월 30일,"10,166.00","11,244.50","11,277.20","9,917.70",264.72K,-9.59%
2018년 01월 29일,"11,244.80","11,794.90","11,888.10","11,119.00",137.42K,-4.67%
2018년 01월 28일,"11,795.10","11,471.20","12,112.70","11,433.30",154.63K,2.86%
2018년 01월 27일,"11,467.50","11,118.00","11,621.70","10,908.40",163.49K,3.14%
2018년 01월 26일,"11,118.10","11,203.10","11,655.30","10,389.40",253.91K,-0.76%
2018년 01월 25일,"11,203.00","11,439.90","11,740.90","10,983.80",181.81K,-2.18%
2018년 01월 24일,"11,452.30","10,899.40","11,549.50","10,584.50",136.06K,5.04%
2018년 01월 23일,"10,903.20","10,869.00","11,438.00","10,056.60",188.37K,0.35%
2018년 01월 22일,"10,864.80","11,597.50","11,970.90","10,136.80",201.73K,-6.30%
2018년 01월 21일,"11,594.90","12,857.10","12,860.20","11,164.50",206.96K,-9.83%
2018년 01월 20일,"12,858.90","11,579.20","13,082.20","11,567.30",143.90K,11.04%
2018년 01월 19일,"11,580.20","11,229.60","11,973.20","10,901.50",170.74K,2.98%
2018년 01월 18일,"11,245.40","11,202.00","12,004.70","10,660.20",242.45K,0.47%
2018년 01월 17일,"11,192.30","11,357.70","11,769.60","9,271.30",361.80K,-1.49%
2018년 01월 16일,"11,362.00","13,704.40","13,711.00","10,050.70",317.10K,-17.05%
2018년 01월 15일,"13,697.50","13,695.50","14,396.60","13,475.40",73.27K,0.02%
2018년 01월 14일,"13,695.20","14,291.90","14,446.10","13,094.70",85.12K,-4.18%
2018년 01월 13일,"14,292.20","13,896.00","14,640.70","13,888.20",61.14K,2.92%
2018년 01월 12일,"13,886.70","13,529.20","14,176.40","13,410.00",82.37K,2.60%
2018년 01월 11일,"13,535.40","15,046.70","15,109.10","13,048.30",167.81K,-10.02%
2018년 01월 10일,"15,043.00","14,778.50","15,045.40","13,613.10",87.07K,1.79%
2018년 01월 09일,"14,778.50","14,976.20","15,324.60","14,613.40",71.40K,-1.32%
2018년 01월 08일,"14,976.20","16,228.30","16,302.90","13,902.30",142.45K,-7.71%
2018년 01월 07일,"16,228.20","17,174.50","17,184.80","15,791.10",79.01K,-5.50%
2018년 01월 06일,"17,172.30","16,954.80","17,252.80","16,286.60",83.93K,1.28%
2018년 01월 05일,"16,954.80","15,180.10","17,126.90","14,832.40",141.96K,11.69%
2018년 01월 04일,"15,180.10","15,156.50","15,408.70","14,244.70",110.97K,0.15%
2018년 01월 03일,"15,156.60","14,754.10","15,435.00","14,579.70",106.54K,2.73%
2018년 01월 02일,"14,754.10","13,444.90","15,306.10","12,934.20",137.73K,9.74%
2018년 01월 01일,"13,444.90","13,850.50","13,921.50","12,877.70",78.43K,-2.93%
2017년 12월 31일,"13,850.40","12,532.40","14,241.80","12,359.40",111.27K,10.52%
2017년 12월 30일,"12,531.50","14,392.10","14,461.50","11,962.10",182.07K,-12.93%
2017년 12월 29일,"14,392.60","14,398.50","15,109.80","13,951.10",118.88K,-0.04%
2017년 12월 28일,"14,398.70","15,416.30","15,505.50","13,466.10",170.37K,-6.60%
2017년 12월 27일,"15,416.60","15,757.00","16,514.60","14,534.70",138.71K,-2.16%
2017년 12월 26일,"15,756.60","13,830.20","16,094.70","13,748.50",143.14K,13.90%
2017년 12월 25일,"13,833.50","13,790.00","14,467.40","13,010.70",107.48K,0.32%
2017년 12월 24일,"13,790.00","14,396.60","14,413.70","12,166.50",182.42K,-4.21%
2017년 12월 23일,"14,396.50","13,665.00","15,493.20","13,356.10",170.17K,5.35%
2017년 12월 22일,"13,665.00","15,632.10","15,823.70","10,875.70",466.98K,-12.58%
2017년 12월 21일,"15,632.10","16,461.10","17,301.80","14,953.00",163.74K,-5.04%
2017년 12월 20일,"16,462.00","17,521.70","17,813.60","15,642.70",227.68K,-6.06%
2017년 12월 19일,"17,523.70","18,971.20","19,022.00","16,812.80",174.54K,-7.64%
2017년 12월 18일,"18,972.30","19,065.70","19,221.10","18,114.40",139.25K,-0.49%
2017년 12월 17일,"19,065.70","19,346.60","19,870.60","18,750.90",117.41K,-1.45%
2017년 12월 16일,"19,345.50","17,594.10","19,587.70","17,318.50",112.17K,9.89%
2017년 12월 15일,"17,604.80","16,467.90","17,987.00","16,442.20",153.65K,6.90%
2017년 12월 14일,"16,467.90","16,286.80","16,941.10","16,023.60",107.92K,1.11%
2017년 12월 13일,"16,286.80","17,083.90","17,268.00","15,669.90",155.41K,-4.67%
2017년 12월 12일,"17,083.90","16,733.30","17,560.70","16,254.50",132.85K,2.10%
2017년 12월 11일,"16,732.50","15,060.50","17,399.20","15,024.60",159.73K,11.11%
2017년 12월 10일,"15,059.60","14,840.00","15,783.20","13,031.00",201.62K,1.46%
2017년 12월 09일,"14,843.40","16,048.20","16,313.20","13,151.50",181.98K,-7.50%
2017년 12월 08일,"16,047.60","16,868.00","17,294.80","13,906.10",286.76K,-4.76%
2017년 12월 07일,"16,850.30","13,750.10","16,879.30","13,401.60",297.11K,22.55%
2017년 12월 06일,"13,749.60","11,667.10","13,843.20","11,661.80",191.58K,17.85%
2017년 12월 05일,"11,667.10","11,624.40","11,901.90","11,486.10",89.69K,0.37%
2017년 12월 04일,"11,623.90","11,244.20","11,624.60","10,917.80",93.17K,3.36%
2017년 12월 03일,"11,246.20","10,912.70","11,851.10","10,578.40",122.13K,3.06%
2017년 12월 02일,"10,912.70","10,861.50","11,175.20","10,715.50",86.83K,0.47%
2017년 12월 01일,"10,861.50","9,947.10","10,942.80","9,420.90",131.92K,9.20%
2017년 11월 30일,"9,946.80","9,848.00","10,689.10","9,023.80",187.01K,1.11%
2017년 11월 29일,"9,837.90","9,906.00","11,417.80","8,938.70",233.33K,-0.69%
2017년 11월 28일,"9,906.00","9,732.60","9,969.60","9,638.20",87.76K,1.78%
2017년 11월 27일,"9,733.20","9,318.40","9,733.60","9,316.80",106.90K,4.45%
2017년 11월 26일,"9,318.40","8,754.60","9,474.60","8,746.60",85.89K,6.44%
2017년 11월 25일,"8,754.70","8,203.50","8,762.00","8,153.70",84.67K,6.75%
2017년 11월 24일,"8,200.80","8,013.40","8,332.90","7,900.20",73.00K,2.34%
2017년 11월 23일,"8,013.40","8,234.50","8,266.50","8,012.40",68.01K,-2.69%
2017년 11월 22일,"8,234.50","8,099.90","8,304.40","8,091.60",65.81K,1.66%
2017년 11월 21일,"8,100.00","8,245.90","8,368.40","7,819.10",115.45K,-1.76%
2017년 11월 20일,"8,244.70","8,042.60","8,294.10","7,947.30",75.70K,2.51%
2017년 11월 19일,"8,042.60","7,781.00","8,100.90","7,675.40",68.62K,3.36%
2017년 11월 18일,"7,780.90","7,700.00","7,857.50","7,458.90",74.38K,1.05%
2017년 11월 17일,"7,700.00","7,853.70","8,000.20","7,534.70",117.35K,-1.96%
2017년 11월 16일,"7,853.70","7,283.00","7,964.60","7,119.20",133.94K,7.83%
2017년 11월 15일,"7,283.20","6,597.10","7,330.10","6,596.90",131.12K,10.40%
2017년 11월 14일,"6,597.10","6,522.50","6,728.60","6,419.20",96.50K,1.14%
2017년 11월 13일,"6,522.50","5,878.10","6,760.10","5,828.30",178.34K,10.96%
2017년 11월 12일,"5,878.10","6,339.90","6,490.50","5,493.60",269.83K,-7.28%
2017년 11월 11일,"6,339.90","6,565.80","6,821.50","6,197.90",135.72K,-3.44%
2017년 11월 10일,"6,565.80","7,129.60","7,319.00","6,406.00",222.00K,-7.91%
2017년 11월 09일,"7,129.60","7,444.40","7,457.10","7,040.80",126.77K,-4.23%
2017년 11월 08일,"7,444.40","7,102.20","7,869.10","7,027.00",220.22K,4.81%
2017년 11월 07일,"7,102.80","6,959.30","7,222.40","6,957.80",101.05K,2.06%
2017년 11월 06일,"6,959.20","7,389.50","7,429.70","6,934.70",159.69K,-5.82%
2017년 11월 05일,"7,389.50","7,363.80","7,599.40","7,284.30",105.73K,0.35%
2017년 11월 04일,"7,363.80","7,147.00","7,492.20","6,957.80",106.60K,2.96%
2017년 11월 03일,"7,152.10","7,024.80","7,445.60","6,938.90",154.89K,1.81%
